index	label	sentence	POS	numOfMetaphor
ea7-fragment03 870	0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0	His friendship with Raymond V of Toulouse, a fellow warrior, reversed the trend of history since the middle of the tenth century, in bringing the princes of the far south back into the king's mouvance.	ADJ NOUN ADP PROPN PROPN ADP PROPN DET ADJ NOUN VERB DET NOUN ADP NOUN ADP DET NOUN ADP DET ADJ NOUN ADP VERB DET NOUN ADP DET ADJ ADV ADV ADP DET NOUN NOUN	7
al5-fragment03 32	0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0	She pledged that the Government would safeguard those that did not opt for trust status, but she expected this to be a minority.	PRON VERB ADP DET PROPN VERB VERB DET ADJ VERB ADV VERB ADP NOUN NOUN CCONJ PRON VERB DET PART VERB DET NOUN	5
bpa-fragment14 2211	0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1	Nell repeatedly pressed the button, shouted across at Lawton, who was now using the spy port.	PROPN ADV VERB DET NOUN VERB ADP ADP PROPN NOUN VERB ADV VERB DET NOUN NOUN	3
acj-fragment01 145	0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0	Presumably the justification is that D has already crossed a high moral/social threshold in choosing to commit such a serious offence, and should therefore be held liable for whatever consequences ensue, however unforeseeable they may be.	ADV DET NOUN VERB ADP PROPN VERB ADV VERB DET ADJ ADJ NOUN ADP VERB PART VERB ADJ DET ADJ NOUN CCONJ VERB ADV VERB VERB ADJ ADP ADJ NOUN NOUN ADV ADJ PRON VERB VERB	6
kbw-fragment17 6167	0 0 0 0 0 0 0 0 0	Yes love I am going to say something sensible!	INTJ VERB PRON VERB VERB PART VERB NOUN ADJ	0
ccw-fragment03 1669	0 1 1 0 0 0 1	He turned on me like a snake.	PRON VERB PART PRON ADP DET NOUN	3
a1f-fragment07 157	0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0	Only then will two vitally important and complementary goals be achieved: to improve Britain's general educational and vocational competence, and hence our productive capacity; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard, and the rest.	ADV ADV VERB NUM ADV ADJ CCONJ ADJ NOUN VERB VERB PART VERB PROPN ADJ ADJ CCONJ ADJ NOUN CCONJ ADV ADJ ADJ NOUN CCONJ PART VERB ADJ ADJ ADJ NOUN ADP DET NOUN NOUN VERB DET ADJ NOUN ADP DET ADV ADJ NOUN CCONJ DET NOUN	10
kbd-fragment07 2358	0 0	Oh yeah	INTJ INTJ	0
a3k-fragment11 148	0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0	Advertising costs and any expenses incurred in hiring premises are normally passed on by the estate agents to the vendor, whether or not the auction results in a sale.	NOUN NOUN CCONJ DET NOUN VERB ADP VERB NOUN VERB ADV VERB PART ADP DET NOUN NOUN ADP DET NOUN ADP CCONJ ADV DET NOUN NOUN ADP DET NOUN	5
a3e-fragment03 52	0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0	In an old garden, there may be a fruit tree, or a good bulwark of evergreen laurel or box that, tidied up, could add a dash of venerability to the new garden that will emerge around it.	ADP DET ADJ NOUN ADV VERB VERB DET NOUN NOUN CCONJ DET ADJ NOUN ADP ADJ NOUN CCONJ NOUN ADJ VERB PART VERB VERB DET NOUN ADP NOUN ADP DET ADJ NOUN ADJ VERB VERB ADP PRON	5
fpb-fragment01 1346	0 1 0 0 0 1 0 1	I've had enough of your melodrama, Adam snarled.	PRON VERB ADJ ADP ADJ NOUN PROPN VERB	3
al5-fragment03 52	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0	Prime Ministers always have to consider balance in the Cabinet and at least we now have the same number of women as old Etonians in John Major's team, she said.	PROPN PROPN ADV VERB PART VERB NOUN ADP DET PROPN CCONJ ADP ADJ PRON ADV VERB DET ADJ NOUN ADP NOUN ADP ADJ PROPN ADP PROPN PROPN NOUN PRON VERB	7
a6u-fragment02 240	0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0	Hale's suicide became a poignant metaphor for the oppressive nature of the social values of New York and North America in general.	PROPN NOUN VERB DET ADJ NOUN ADP DET ADJ NOUN ADP DET ADJ NOUN ADP PROPN PROPN CCONJ PROPN PROPN ADP ADJ	2
crs-fragment01 66	0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0	The specialist social worker and another under-fives worker with a personal interest in the issues undertook a supplementary review to examine resources for these children.	DET ADJ ADJ NOUN CCONJ DET NOUN NOUN ADP DET ADJ NOUN ADP DET NOUN VERB DET ADJ NOUN PART VERB NOUN ADP DET NOUN	5
kbd-fragment07 2452	0 0 0 0 0 0 0 0 0 0 1 0 0 0	He's, he, he went in last week, he went in this week and er	PRON PRON PRON VERB ADP ADJ NOUN PRON VERB ADP DET NOUN CCONJ INTJ	1
bpa-fragment14 2125	0 0 0 0 1 0 0 0 1 1 0	After they'd gone, Forster felt the silence physically settle around him.	ADP PRON VERB PROPN VERB DET NOUN ADV VERB ADP PRON	3
ccw-fragment03 1687	0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	I was calling Sweetman's bluff, confident he would not dare pull the trigger, and equally confident that my marine training would let me turn him into mincemeat.	PRON VERB VERB PROPN NOUN ADJ PRON VERB ADV VERB VERB DET NOUN CCONJ ADV ADJ ADP ADJ ADJ NOUN VERB VERB PRON VERB PRON ADP NOUN	4
b1g-fragment02 878	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	In no way, however, does this invalidate the need for microscale studies for instance, while global data sets may indicate the extent of algal blooms and may suggest causes of them, only detailed study of the algae themselves can provide understanding of why the bloom is occurring.	ADP DET NOUN ADV VERB DET VERB DET NOUN ADP ADJ NOUN ADP NOUN ADP ADJ NOUN NOUN VERB VERB DET NOUN ADP ADJ NOUN CCONJ VERB VERB NOUN ADP PRON ADV ADJ NOUN ADP DET NOUN PRON VERB VERB NOUN ADP ADV DET NOUN VERB VERB	0
c8t-fragment01 44	0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0	To each side of the hearth was a high-backed wicker armchair in an intricate closely woven design fitted with patchwork cushions.	ADP DET NOUN ADP DET NOUN VERB DET VERB NOUN NOUN ADP DET ADJ ADV VERB NOUN VERB ADP NOUN NOUN	3
kcv-fragment42 4412	0 0 0 0 0 0 0 0 0 0 0	No Patrick where would you would you mind to go to?	DET PROPN ADV VERB PRON VERB PRON VERB PART VERB ADP	0
ac2-fragment06 1521	0 0 0 0 0 0 1 0 0 1 1 0 0	But as soon as Nate heard about the latest strike, that was it.	CCONJ ADV ADV ADP PROPN VERB ADP DET ADJ NOUN DET VERB PRON	3
fpb-fragment01 1218	0 0 0 0 0	Buzz returned reading a postcard.	NOUN VERB VERB DET NOUN	0
b1g-fragment02 1012	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	As a result of some 40 sub-projects involving all the Member States( and often several groups within each one), databases of topography, soils, water resources and quality, biotopes, atmospheric emissions, climate, soil erosion and administrative boundaries have been built up for the whole Community and can be interrelated; other data sets( such as land cover, derived from satellite imagery) have already been compiled for some of the Member States.	ADP DET NOUN ADP DET NUM NOUN VERB ADJ DET PROPN PROPN CCONJ ADV ADJ NOUN ADP DET NOUN NOUN ADP NOUN NOUN NOUN NOUN CCONJ NOUN NOUN ADJ NOUN NOUN NOUN NOUN CCONJ ADJ NOUN VERB VERB VERB PART ADP DET ADJ PROPN CCONJ VERB VERB ADJ ADJ NOUN NOUN ADJ ADP NOUN NOUN VERB ADP NOUN NOUN VERB ADV VERB VERB ADP DET ADP DET PROPN PROPN	1
a7s-fragment03 77	1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0	Inside The Brotherhood( Granada), produced by Claudia Milne and Martin Short, dug into the most notorious area of Masonic influence, local government.	ADP DET PROPN PROPN VERB ADP PROPN PROPN CCONJ PROPN PROPN VERB ADP DET ADV ADJ NOUN ADP ADJ NOUN ADJ NOUN	4
acj-fragment01 52	1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0	In 1983 the Home Secretary imposed restrictions on the release of persons serving life for murders of police- and prison-officers, terrorist killings, murder during robbery, and the sadistic or sexual murder of young children, fixing a minimum of twenty years' imprisonment for these offenders.	ADP NUM DET PROPN PROPN VERB NOUN ADP DET NOUN ADP NOUN VERB NOUN ADP NOUN ADP NOUN CCONJ NOUN ADJ NOUN NOUN ADP NOUN CCONJ DET ADJ CCONJ ADJ NOUN ADP ADJ NOUN VERB DET NOUN ADP NUM NOUN NOUN ADP DET NOUN	7
kbw-fragment42 15072	0 0 0 0 0 1 0 0	you don't want it all, that your trouble?	PRON VERB VERB PRON DET ADP ADJ NOUN	1
acj-fragment01 121	0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0	One answer sometimes given is that they are not, because a driver who overtakes on a bend, knowingly taking the risk that there is a car travelling in the opposite direction, should not be labelled a murderer if a collision and death happen to ensue.	NUM NOUN ADV VERB VERB ADP PRON VERB ADV ADP DET NOUN NOUN VERB ADP DET NOUN ADV VERB DET NOUN ADP ADV VERB DET NOUN VERB ADP DET ADJ NOUN VERB ADV VERB VERB DET NOUN ADP DET NOUN CCONJ NOUN VERB PART VERB	5
ew1-fragment01 88	0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0	The financial mismanagement that had reigned before 1911 was ended with the employment of professional accountants.	DET ADJ NOUN ADJ VERB VERB ADP NUM VERB VERB ADP DET NOUN ADP ADJ NOUN	3
a1f-fragment11 189	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	What criteria would police and immigration officials use in their search for potential terrorists on a train that they could not use at a static checkpoint or airport?	ADJ NOUN VERB VERB CCONJ NOUN NOUN VERB ADP ADJ NOUN ADP ADJ NOUN ADP DET NOUN ADJ PRON VERB ADV VERB ADP DET ADJ NOUN CCONJ NOUN	1
al5-fragment03 30	0 0 0 0 0 0	Health needs to develop and alter.	NOUN VERB PART VERB CCONJ VERB	0
acj-fragment01 127	1 1 0 1 0 0 0 0 0 1 0 0 0	In discussing the boundaries of murder, we are concerned with classification, not exculpation.	ADP VERB DET NOUN ADP NOUN PRON VERB ADJ ADP NOUN ADV NOUN	4
b1g-fragment02 1441	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	The most interesting are those which portray population flows as scaled ribbons on the network diagram, and evacuation shelter capacities as bar diagrams.	DET ADV ADJ VERB DET ADJ VERB NOUN VERB ADP VERB NOUN ADP DET NOUN NOUN CCONJ NOUN NOUN NOUN ADP NOUN NOUN	0
a98-fragment03 53	1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0	IN December, 1943, the men working feverishly to create the first American atomic bomb sent a team of spooks to Naples.	ADP PROPN NUM DET NOUN VERB ADV PART VERB DET ADJ ADJ ADJ NOUN VERB DET NOUN ADP NOUN ADP PROPN	4
acj-fragment01 138	0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0	Admittedly, the Model Penal Code does contain a list of circumstances which may amount to extreme indifference, which assists the courts and increases the predictability of verdicts in a way that Scots law does not, but the essence of both approaches is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings.	ADV DET PROPN PROPN PROPN VERB VERB DET NOUN ADP NOUN ADJ VERB VERB ADP ADJ NOUN ADJ VERB DET NOUN CCONJ VERB DET NOUN ADP NOUN ADP DET NOUN ADJ NOUN NOUN VERB ADV CCONJ DET NOUN ADP DET NOUN VERB ADP ADV VERB DET ADJ NOUN ADP VERB DET ADJ NOUN ADJ VERB ADV ADJ ADP ADJ NOUN	13
b1g-fragment02 1271	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	An important finding was that many relied on their own transport and went to stay with friends and relatives some distance away, rather than relying on the 19 official evacuation reception centres.	DET ADJ NOUN VERB ADP ADJ VERB ADP ADJ ADJ NOUN CCONJ VERB PART VERB ADP NOUN CCONJ NOUN DET NOUN ADV ADV ADP VERB ADP DET NUM ADJ NOUN NOUN NOUN	0
kbw-fragment42 14958	0 0 0 0 0 0 0 0 0 0 0 0	You're gon na help me, you're gon na stay here I'm afraid	PRON VERB PART VERB PRON PRON VERB PART VERB ADV PRON ADJ	0
ab9-fragment03 797	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0	The boy had been told unequivocally not to let her off the lead the riding-school only used the land by grace of its owner and it was a shooting estate but he hated keeping the dog straining at the lead and knew that she would always come to his call.	DET NOUN VERB VERB VERB ADV ADV PART VERB PRON ADP DET NOUN DET NOUN ADV VERB DET NOUN ADP NOUN ADP ADJ NOUN CCONJ PRON VERB DET NOUN NOUN CCONJ PRON VERB VERB DET NOUN NOUN ADP DET NOUN CCONJ VERB ADP PRON VERB ADV VERB ADP ADJ NOUN	4
ab9-fragment03 800	0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0	He particularly liked this stretch; nothing but the odd tractor and the horses ever came down this embankment, and the birds were unworried by his presence.	PRON ADV VERB DET NOUN NOUN ADP DET ADJ NOUN CCONJ DET NOUN ADV VERB PART DET NOUN CCONJ DET NOUN VERB VERB ADP ADJ NOUN	3
a1h-fragment05 102	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0	He anticipated some of the enthusiasms of John Cage, whom he first met in 1941.	PRON VERB DET ADP DET NOUN ADP PROPN PROPN NOUN PRON ADV VERB ADP NUM	1
kbw-fragment17 6029	0 0 0 1 0	all sorts of things organised	DET NOUN ADP NOUN VERB	1
kcc-fragment02 40	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	So I thought well in case I can't get them anywhere else the market and he said well we'll have one from here, twelve ninety nine.	ADV PRON VERB ADV ADP NOUN PRON VERB VERB PRON ADV ADV DET NOUN CCONJ PRON VERB INTJ PRON VERB NUM ADP ADV NUM NUM NUM	0
al5-fragment03 20	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1	Mrs Bottomley is convinced the Tory victory provides the opportunity to entrench the reforms and to give doctors, nurses and managers the confidence to make them work.	PROPN PROPN VERB VERB DET PROPN NOUN VERB DET NOUN PART VERB DET NOUN CCONJ PART VERB NOUN NOUN CCONJ NOUN DET NOUN PART VERB PRON VERB	3
kbw-fragment11 4080	0 0 0 0 1 1 0 0 0 0 0 1	Yeah the Stratford Warriors running about every six weeks something like that.	INTJ DET PROPN PROPN VERB ADP DET NUM NOUN NOUN ADP DET	3
fet-fragment01 165	1 1 0 0 0 0 0 1 1 0	Look here, there is another question that comes to mind.	VERB ADV ADV VERB DET NOUN ADJ VERB ADP NOUN	4
acj-fragment01 22	0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1	English law distinguishes between the offences of murder and manslaughter, as we shall see, but the two crimes do have certain common elements.	ADJ NOUN VERB ADP DET NOUN ADP NOUN CCONJ NOUN ADP PRON VERB VERB CCONJ DET NUM NOUN VERB VERB ADJ ADJ NOUN	4
c8t-fragment01 14	0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1	And now he was passing a second and more dilapidated pillbox and it struck him that the whole headland had the desolate look of an old battlefield, the corpses long since carted away but the air vibrating still with the gunfire of long-lost battles, while the power station loomed over it like a grandiose modern monument to the unknown dead.	CCONJ ADV PRON VERB VERB DET ADJ CCONJ ADJ ADJ NOUN CCONJ PRON VERB PRON ADP DET ADJ NOUN VERB DET ADJ NOUN ADP DET ADJ NOUN DET NOUN ADV ADP VERB ADV CCONJ DET NOUN VERB ADV ADP DET NOUN ADP VERB NOUN ADP DET NOUN NOUN VERB ADP PRON ADP DET ADJ ADJ NOUN ADP DET ADJ ADJ	12
ea7-fragment03 847	0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0	Outside Flanders, Robert's sister's marriage to Roger of Sicily was a mark of his new position in the world; like Louis VI's sister's marriage to Bohemond of Antioch, it stretched French kinship connections into the new Norman colonies, ensuring that travellers from the homeland would find a welcome in those distant parts.	ADP PROPN PROPN NOUN NOUN ADP PROPN ADP PROPN VERB DET NOUN ADP ADJ ADJ NOUN ADP DET NOUN ADP PROPN PROPN NOUN NOUN ADP PROPN ADP PROPN PRON VERB ADJ NOUN NOUN ADP DET ADJ PROPN NOUN VERB ADP NOUN ADP DET NOUN VERB VERB DET NOUN ADP DET ADJ NOUN	8
g0l-fragment01 264	0 0 0 1 0 1 0	They prefer the ram'em and bang'em method.	PRON VERB DET NOUN CCONJ VERB NOUN	2
kcv-fragment42 4178	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0	The rose bush was not was not pruned this year so I doubt if we're going to have many flowers.	DET VERB NOUN VERB ADV VERB ADV VERB DET NOUN ADV PRON VERB ADP PRON VERB PART VERB ADJ NOUN	1
kbd-fragment07 2598	0 0 0 0 0 0 1 0 0	I think the young people go to it like.	PRON VERB DET ADJ NOUN VERB ADP PRON ADP	1
cb5-fragment02 3329	1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	Penetrating her sleep she had heard the faint click of the door latch, and then the familiar squeak of the hinge as the door to her room slowly opened.	VERB ADJ NOUN PRON VERB VERB DET ADJ NOUN ADP DET NOUN VERB CCONJ ADV DET ADJ NOUN ADP DET NOUN ADP DET NOUN ADP ADJ NOUN ADV VERB	2
fpb-fragment01 1208	1 0 0 0 0 0 0 0 0 0 0 0 0 0	At times, she was downhearted and wondered whether she would ever write another book.	ADP NOUN PRON VERB VERB CCONJ VERB ADP PRON VERB ADV VERB DET NOUN	1
bpa-fragment14 2286	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	In a sense, as long as he could convince himself that she was safe, he was glad she wasn't coming with them.	ADP DET NOUN ADV ADV ADP PRON VERB VERB PRON ADP PRON VERB ADJ PRON VERB ADJ PRON VERB VERB ADP PRON	1
ab9-fragment03 996	1 1 0 0 0 0 0 0 0 0	Come on Jennifer or are you going out with Michael?	VERB ADP PROPN CCONJ VERB PRON VERB PART ADP PROPN	2
ea7-fragment03 815	0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	The divergence was sharpened by the application of a theoretical distinction, the fruit of Augustinian theology, amplified as the century went on by canon and Roman law reference; princes pronounced their campaigns just wars( fought against aggressors with the aim of re-establishing peace) or public wars( declared by a competent authority in the public interest), while they condemned the wars of lesser men as infractions of the peace.	DET NOUN VERB VERB ADP DET NOUN ADP DET ADJ NOUN DET NOUN ADP ADJ NOUN VERB ADP DET NOUN VERB PART ADP NOUN CCONJ ADJ NOUN NOUN NOUN VERB ADJ NOUN ADV NOUN VERB ADP NOUN ADP DET NOUN ADP VERB NOUN CCONJ ADJ NOUN VERB ADP DET ADJ NOUN ADP DET ADJ NOUN ADP PRON VERB DET NOUN ADP ADJ NOUN ADP NOUN ADP DET NOUN	8
ajf-fragment07 229	0 0 0	It gets worse.	PRON VERB ADJ	0
fef-fragment03 637	0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1	Since it is the equation formula that needs to be satisfied, we should choose the potential as a vector( called, not without logic, the vector potential), defined by the equation formula.	ADP PRON VERB DET NOUN NOUN ADJ VERB PART VERB ADJ PRON VERB VERB DET NOUN ADP DET NOUN VERB ADV ADP NOUN DET NOUN NOUN VERB ADP DET NOUN NOUN	8
a1g-fragment27 428	0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0	But Nicholas's grand design collapsed in 1918 when his Serbian son-in-law, Alexander, deposed him and incorporated Montenegro into Yugoslavia.	CCONJ PROPN ADJ NOUN VERB ADP NUM ADV ADJ ADJ NOUN PROPN VERB PRON CCONJ VERB PROPN ADP PROPN	4
kbj-fragment17 1618	0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	If I give you a bit of paper and the lot, yeah well you know what to do and go to school and fill them in!	ADP PRON VERB PRON DET NOUN ADP NOUN CCONJ DET NOUN INTJ INTJ PRON VERB NOUN PART VERB CCONJ VERB ADP NOUN CCONJ VERB PRON PART	3
fpb-fragment01 1296	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	Making sure to appear casual, he carefully watched the men in dinner jackets and the women in full-length d���collet��� dresses move slowly over the red carpet towards the restaurant at the rear, or climb the staircase to the gaming rooms.	VERB ADJ PART VERB ADJ PRON ADV VERB DET NOUN ADP NOUN NOUN CCONJ DET NOUN ADP NOUN NOUN NOUN VERB ADV ADP DET ADJ NOUN ADP DET NOUN ADP DET NOUN CCONJ VERB DET NOUN ADP DET NOUN NOUN	1
clp-fragment01 809	0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0	Given time available to train new staff it is not necessary to keep more than a nucleus in that particular expertise.	VERB NOUN ADJ PART VERB ADJ NOUN PRON VERB ADV ADJ PART VERB ADJ ADP DET NOUN ADP DET ADJ NOUN	5
a1m-fragment01 17	0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1	The impact, according to Henning Albrechsten, president of Telecottages International who has been involved in their development since the outset, was immediate.	DET NOUN VERB ADP PROPN PROPN NOUN ADP PROPN PROPN NOUN VERB VERB VERB ADP ADJ NOUN ADP DET NOUN VERB ADJ	3
kbd-fragment07 2516	1	see.	VERB	1
fpb-fragment01 1139	0 0 0	Then she wept.	ADV PRON VERB	0
kbd-fragment07 2550	0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0	Well we used to put, I mean, I put twelve, thirteen hundred in the Sugar House.	INTJ PRON VERB PART VERB PRON VERB PRON VERB NUM NUM NUM ADP DET PROPN PROPN	2
fet-fragment01 180	0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0	I have always looked upon you as Theo Daniel said he could not see the pain Frederica said was in the olives, and Alexander, still lecturing, said that Vincent had objected to paintings of symbolic Christs in Gethsemane by Bernard and his comp��Όres, had torn up his own, had made do with the olives themselves.	PRON VERB ADV VERB ADP PRON ADP PROPN PROPN VERB PRON VERB ADV VERB DET NOUN PROPN VERB VERB ADP DET NOUN CCONJ PROPN ADV VERB VERB ADP PROPN VERB VERB ADP NOUN ADP ADJ PROPN ADP PROPN ADP PROPN CCONJ ADJ NOUN VERB VERB PART ADJ ADJ VERB VERB VERB ADP DET NOUN PRON	9
kbd-fragment07 2625	0 0 0	She said oh!	PRON VERB INTJ	0
g0l-fragment01 181	0 0 0 0 1 0	The name Grob Mitzer mean anything?	DET NOUN PROPN PROPN VERB NOUN	1
a8r-fragment02 64	0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0	Crucial to the development process is the relationship built up between the analyst and the user.	ADJ ADP DET NOUN NOUN VERB DET NOUN VERB PART ADP DET NOUN CCONJ DET NOUN	4
ccw-fragment03 1607	0 0 0 0 0 0 0 0	Oh, lay me down, just lay me down.	INTJ VERB PRON PART ADV VERB PRON PART	0
bpa-fragment14 2310	0 0 0 0 0 0 0 0 0 0 0 0	Forster choked as the putrefying reek seemed to get right into him.	PROPN VERB ADP DET NOUN NOUN VERB PART VERB ADJ ADP PRON	0
bpa-fragment14 2062	1 0 0 0 0 1 0 0 1 1	That's why we've got to take risks, Nell put in.	DET ADV PRON VERB PART VERB NOUN PROPN VERB PART	4
bpa-fragment14 2134	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0	Forster settled down, only putting his eye to the slit every half minute, not continually as he had started to do.	PROPN VERB PART ADV VERB ADJ NOUN ADP DET NOUN DET ADJ NOUN ADV ADV ADP PRON VERB VERB PART VERB	1
b1g-fragment02 1304	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	For example, in 1692, the whole of southern England was affected by an earthquake whose epicentre was located in what is now Belgium; a good deal of minor structural damage was inflicted( Morse 1983).	ADP NOUN ADP NUM DET NOUN ADP ADJ PROPN VERB VERB ADP DET NOUN ADJ NOUN VERB VERB ADP NOUN VERB ADV PROPN DET ADJ NOUN ADP ADJ ADJ NOUN VERB VERB PROPN NUM	0
ab9-fragment03 823	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0	He was very nearly as tall as her, but she put an arm under his shoulders and supported him to the untidy room which served as the stable office, calling to one of the stable girls to take over the class.	PRON VERB ADV ADV ADV ADJ ADP PRON CCONJ PRON VERB DET NOUN ADP ADJ NOUN CCONJ VERB PRON ADP DET ADJ NOUN ADJ VERB ADP DET ADJ NOUN VERB ADP NUM ADP DET ADJ NOUN PART VERB PART DET NOUN	2
acj-fragment01 73	1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0	Where there is no capital punishment, however, the question of how many degrees of homicide it is desirable to have calls for careful weighing of the principle of fair labelling( see Chapter 3.3( l)) against the cost and time arguments mobilised by the policy of efficient administration( see Chapter 3.3( m)).	ADV ADV VERB DET ADJ NOUN ADV DET NOUN ADP ADV ADJ NOUN ADP NOUN PRON VERB ADJ PART VERB NOUN ADP ADJ NOUN ADP DET NOUN ADP ADJ NOUN VERB NOUN NUM NOUN ADP DET NOUN CCONJ NOUN NOUN VERB ADP DET NOUN ADP ADJ NOUN VERB NOUN NUM NOUN	10
